Server name,IP address,Operating system,Operating system version,Boot type,Number of cores,Memory (MB),Total disk size (GB),Number of disks,Number of network adapters,CPU utilization percentage,Memory utilization percentage,Network adapter 1 throughput (MBPS),Network adapter 1 read throughput,Network adapter 1 write throughput,Disk 1 read throughput (MBPS),Disk 1 write throughput (MBPS),Disk 1 read ops,Disk 1 write ops,Firmware,MAC address 1,MAC address 2
netmonitor-wsl,172.21.40.58,Linux,Ubuntu 24.04.4 LTS,BIOS,12,7782,1007,1,1,15,27,100,50,50,10,5,1000,500,BIOS,00:15:5d:xx:xx:xx,
